publish_status,event_id,color,event_name,event_description,event_start_date,event_start_time,event_end_date,event_end_time,evo_tz,time_ext_type,hide_end_time,event_gmap,yearlong,featured,evo_location_id,location_name,event_location,location_description,location_latitude,location_longitude,location_link,location_img,evo_organizer_id,event_organizer,organizer_description,evcal_org_contact,evcal_org_address,evcal_org_exlink,evo_org_img,evcal_subtitle,learnmore link,image_url,repeatevent,frequency,repeats,repeatby,event_type,event_type_slug,event_type_2,event_type_2_slug,
draft,20886,4bb5d8,"Don Stone Town at Fame Restaurant &amp; Bar","The Fame team is very pleased to announce that every Tuesday at 7:30p we welcome the sensational acoustic Don Stone Town Get along tonight to experience this very talented singer from 7:30 pm. Stop in to the newly remodeled and supersized Fame Bar &amp; Restaurant open 10a until midnightFame Restaurant and Bar is located on Soi Mae Kep 2 in the Heart of the Soi 94 Music District","07/29/2025","07:30:PM","07/29/2025","10:45:PM","Asia/Bangkok","n",no,yes,"no",no,"3957","Fame Restaurant and Bar",,"Soi Mae Kep 2",,,"https://goo.gl/maps/HVcfu8Xo14HjQVw87","17987","4544","Fame Restaurant &amp;amp; Bar","Fame Restaurant &amp;amp; Bar",,,,"17987","Don Stone Town @ Fame Restaurant &amp;  - Acoustic Pop - Rock - Ballads",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/FB_IMG_1721184562691.jpg,yes,"weekly","211",,"1832,3763,3996,1827,3764,","R &amp; B","4267,","Music/Gigs Calendar",
publish,20801,4bb5d8,"Soi Dog blues Band at Woodstock Hua Hin","Don't miss this very special performance of Soi Dog Blues Band from Bangkok Sunday 3 March at 9p. Reserve seats is advised. Blues\, Rock and R&amp;B 9:00p until late!!Woodstock open 7 days a week 4p - MidnightReserve your table by calling 087-696-3293","03/03/2024","09:00:PM","03/03/2024","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"3761","Woodstock Hua Hin","Hua Hin 88 ,","",,,"https://maps.app.goo.gl/iEVg6m9F3baNjMe58","22499","3762","Woodstock Hua Hin","Woodstock Hua Hin",,"Hua Hin 88 , Hua Hin, Thailand, Prachuap Khiri Khan",,"22499","Soi Dog Blues Band @ Woodstock Hua Hin - Blues",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Soi-Dog-Blues-Band.jpg,no,,"1",,"1829,3990,1827,","Music Event","4267,","Music/Gigs Calendar",
draft,20731,4bb5d8,"The Rain at Chocolate Factory","Sit back and relax with a glass of your favorite chocolateand beverages and listen to Deo and Aim play their acoustic medley of pop and rock songs every Saturday night at 6:30p The Chocolate Factory is located on Naresdamri Rd and Phetkasem Rd Open every day at 11a until 9p","12/14/2024","06:30:PM","12/14/2024","09:00:PM","Asia/Bangkok","n",no,yes,"no",no,"11803","The Chocolate Factory",,"",,,"https://maps.app.goo.gl/oFUV8Jcvwa2iUBXv6","Array",,,,,,,,"The Rain @ The Chocolate Factory- Acoustic Pop - Rock - Ballads",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/FB_IMG_1733633087077.jpg,yes,"weekly","121",,"1832,3763,3996,3985,1827,3764,","R &amp; B","4267,","Music/Gigs Calendar",
publish,20718,4bb5d8,"Tim Nicolai Band at Ssshhh Bar","This Friday 17 November join the Tim Nicolai Band for their unique style of folk\, blue grass and country music from 8:30p to midnight. Relax in the beautiful garden environment and listen to acoustic\, electric folk\, blues\, pop and world music. Ssshh Bar is located on Soi 102 ans is open Monday thru Saturday 5p to midnight","11/17/2023","08:30:PM","11/17/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"3980","Ssshhh Bar",,"Ssshhh Bar",,,"https://goo.gl/maps/EKZxABYZi1wpG1Lm9","18155","3981","Ssshhh Bar","",,,,"18155","Tim Nicolai Band @ Ssshhh Bar - Folk - Country - Bluegrass",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Tim-Nicolai-Band.jpg,no,,"1",,"4577,4001,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,20603,4bb5d8,"The Birthday Party of the Holiday Season at Rock Zone Bar and Live Music!!","Don't miss this special event on Wednesday 22 November beginning at 6p - 5 bands a free all you can eat buffet and all the fun and great music that you can handle. To celebrate the birthdays of Tham and Tor from The Answer Band\, Rock Zone has added 4 additional bands to the Wednesday night lineup to give you 4 times the rock power. Splinter Band 6.00p-6.30p Stone Head 7.00p-7.30p Young Spirit 7.45p-8.45p The Answer Band 9.00p-10.30p and Special Guest - Airdoll featuring Jutasin 10.45p-Midnight","11/22/2023","06:00:PM","11/22/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"3937","Rock Zone Bar &amp;amp; Live Music","West Railroad Mae Kep","West Railroad 100 meters north of Soi 94","12.3449","99.57000","https://goo.gl/maps/EX6tyP3SZrsJWDqa7","22525","4249","Rock Zone Bar and Live Music","",,,,"17734","Tham &amp; Tor&#039;s Birthday Party @ Rock Zone - Splinter Band - Stone Head Band - Young Spirit - The Answer - Airdoll ",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Thjam-Tor-BDay.png,no,,"1",,"1827,3988,3765,","Rock &amp; Roll","4267,","Music/Gigs Calendar",
publish,20593,4bb5d8,"Saint's Cat Jazz Band at Black Cat Bar","Come and hear Saint's Cat play their amazing style of traditional jazz at Black Cat Bar on Wednesday 15 November at 10p. Also appearing Hell Boy Black Cat Bar - where the creative juices flow every night. Located on Soi Mae Kep 2 - Open Late","11/15/2023","10:00:PM","11/15/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"4571","Black Cat Bar",,"Black Cat Bar",,,"https://maps.app.goo.gl/8VKLKZHEC1KucQ5w5","20597","4572","Black Cat Bar","Black Cat Bar",,,,"20597","Saint&#039;s Cat Jazz Band @ Black Cat Bar - Jazz",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Saints-Cat-at-Black-Cat.jpg,no,,"1",,"2157,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,20587,4bb5d8,"Mirage at Rafferty's Irish Pub &amp; Restaurant","It's St. Patrick's Day and an evening of Beatles tunes and other original songs performed by Mirage at Rafferty's Pub on Sunday 17 March at 7p. Rafferty's serves a variety of Thai and Western food as well as a wide selection of imported and domestic beers. Open Tuesday - Sunday 10a to 11p","03/17/2024","07:00:PM","03/17/2024","10:30:PM","Asia/Bangkok","n",no,yes,"no",no,"4569","Rafferty&amp;#039;s Pub &amp;amp; Irish Bar",,"Rafferty&#039;s Pub &amp;amp; Irish Bar",,,"https://maps.app.goo.gl/FV7HRNChiLnXekEK6","20589","4570","Rafferty&amp;#039;s Pub &amp;amp; Irish Bar","Rafferty&#039;s Pub &amp;amp; Irish Bar",,,,"20589","Mirage @ Rafferty&#039;s Irish Pub &amp; Restaurant - Beatles Songs - Original Rock",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Mirage-Raffertys-St-Pat.jpg,no,,"1",,"1829,3990,1827,1834,","Tribute Band","4267,","Music/Gigs Calendar",
publish,20584,4bb5d8,"Khun Fang Karaoke Night at Pran's Corner","Enjoy a delicious meal by the sea\, relax and listen to Khun Fang sing the cool rock &amp; pop sounds with Karaoke every Friday night at 7p. Pran's Corner is located on the beach road in Pak Nam Pran Open from 2p to 11p Sunday thru Monday. Closed Tuesdays","08/01/2025","07:00:PM","08/01/2025","11:30:PM","Asia/Bangkok","n",no,yes,"no",no,"4028","Pran&amp;#039;s Corner",,"Pran&#039;s Corner",,,"https://goo.gl/maps/v74zSk32G6akECGJ9","18440","4029","Pran&amp;#039;s Corner","Pran&#039;s Corner",,,,"18440","Khun Fang Karaoke Night @ Pran&#039;s Corner",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/FB_IMG_1754035877626.jpg,yes,"weekly","221",,"4875,1827,3997,","Thai Pop","4267,","Music/Gigs Calendar",
publish,20555,4bb5d8,"Mirage Band at Ssshhh Bar Soi 102","Relax with cool beverage in the lovely garden and enjoy the sounds of Mirage Band 7p on Friday 9 August Open Monday thru Saturday 5p until Midnight","08/09/2024","07:00:PM","08/09/2024","10:00:PM","Asia/Bangkok","n",no,yes,"no",no,"3980","Ssshhh Bar",,"Ssshhh Bar",,,"https://goo.gl/maps/EKZxABYZi1wpG1Lm9","18155","3981","Ssshhh Bar","",,,,"18155","Mirage Band @ Ssshhh Bar - Acoustic/Electric Blues Rock",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/03/FB_IMG_1720319744946.jpg,no,,"1",,"3763,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,20547,4bb5d8,"Ped Bluesman at 1d+ Day Artist Restaurant","Every Friday come to relax and sit on the beach at 1d+ Day Artist Restaurant and listen to the acoustic blues of Ped Bluesman 5:00p until 7:30p Offering a full menu of snacks\, appetizers\, entrees\, desserts\, beverages and cocktails Open 7 days a week 10:00a until 8:00p 094-985-1010","11/10/2023","05:00:PM","11/10/2023","07:00:PM","Asia/Bangkok",,no,yes,"no",no,"4565","1d+ Day Artist Restaurant",,"1d+ Day Artist Restaurant",,,"https://maps.app.goo.gl/DYyBCTp1p2kNciS26","20553","4566","1d+ Day Artist Restaurant","1d+ Day Artist Restaurant",,,,"20553","Ped Bluesman @ 1d+ Day Artist Restaurant - Acoustic Blues - Jazz - R&amp;B - Soul",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Ped-Bluesman-at-1-Day.png,yes,"weekly","21",,"1832,3996,1829,3990,2157,1827,3764,","R &amp; B","4267,","Music/Gigs Calendar",
draft,20511,4bb5d8,"Fusion Band Trio at Beach Club Poonsuk Plaza","Come for a cold beverage\, fun with friends and a good time and listen to the acoustic sounds of vocalist Grape and the Fusion Band every Friday night at 8p Located in the heart of the Bintabaht entertainment district. Open daily 11:00a until Midnight. Live music every Wednesday\, Friday and Saturday.","02/09/2024","08:00:PM","02/09/2024","11:30:PM","Asia/Bangkok","n",no,yes,"no",no,"4541","Beach Club Poonsuk Plaza","38/10 Hua Hin, Hua Hin District, Prachuap Khiri Khan, 77110","",,,,"Array","4540","Beach Club Poonsuk Plaza","Beach Club Poonsuk Plaza",,,,"20037","Fusion Band Trio @ Beach Club Poonsuk Plaza - Acoustic Rock - Blues Rock - Pop - R&amp;B",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Fusion-Band-Trio.jpg,yes,"weekly","21",,"1832,3763,3996,3990,3985,1827,3764,","R &amp; B","4267,","Music/Gigs Calendar",
publish,20504,4bb5d8,"The Rain at KO Seafood Hua Hin Night Market","Come for a delicious seafood dinner\, a cold beverage and listen to the acoustic pop music of The Rain in the center of the Hua Hin Night Market every Tuesday night 6:45p to 8:45p. Dine inside or outside. KO Seafood opens every day from 5:00p until 11:00p. Soi 72 - the Hua Hin Night Market Street","03/25/2025","06:45:PM","03/25/2025","08:45:PM","Asia/Bangkok","n",no,yes,"no",no,"4564","KO Seafood",,"KO Seafood",,,"https://maps.app.goo.gl/TwSkayDpCh8L8r6G7","20509","4563","KO Seafood","KO Seafood",,,,"20509","The Rain @ KO Seafood - Acoustic Pop - Rock - Blues Rock - Ballads",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/The-Rain-at-KO-Seafood.jpg,yes,"weekly","221",,"1832,3763,3996,3985,3764,","R &amp; B","4267,","Music/Gigs Calendar",
publish,20461,4bb5d8,"90's Club Classics Party at Beach Club Poonsuk Plaza","DANCE THE NIGHT AWAY TO OUR LIVE BAND\,PLAYING ALL YOUR FAVOURITES FROM ROBYN SULTRA NATA\, SNAP\, STEPS\, S CLUB7\, VENGA BOYZTUESDAY 14 NOVEMBER DANCING STARTS 8.00 PMFOR MORE INFORMATION BEACHCLUB@POONSUKTEL:061-0103461","11/14/2023","08:00:PM","11/14/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"4541","Beach Club Poonsuk Plaza","38/10 Hua Hin, Hua Hin District, Prachuap Khiri Khan, 77110","",,,,"Array","4540","Beach Club Poonsuk Plaza","Beach Club Poonsuk Plaza",,,,"20037","90&#039;s Club Classics Party @ Beach Club Poonsuk Plaza - 90&#039;s Dance Music",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Beach-Club-Poonsuk-Dance-Party-14-Nov.jpg,no,,"1",,"4562,2686,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,20459,4bb5d8,"Back to the 80's Dance Party at Beach Club Poonsuk Plaza","SATURDAY\, NOVEMBER 11AT BEACH CLUB POONSUKALL THE CLASSICS FROM THE ERA THAT GAVE YOU MADONNA\, MICHAEL JACKSON\,WHAM\, DURAN-DURAN\, BON JOVI &amp; DEPECHE MODESTARTS AT: 8:00 PMTHEME: NEON AND SHOULDER PADSFOR MORE INFORMATION:BEACHCLUB@POONSUKTEL:061-0103461","11/11/2023","08:00:PM","11/11/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"4541","Beach Club Poonsuk Plaza","38/10 Hua Hin, Hua Hin District, Prachuap Khiri Khan, 77110","",,,,"Array","4540","Beach Club Poonsuk Plaza","Beach Club Poonsuk Plaza",,,,"20037","Back to the 80&#039;s Dance Party @ Beach Club Poonsuk Plaza - 80&#039;s Dance Music",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Poonsuk-80s-Party-11-Nov.jpg,no,,"1",,"4561,2686,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,20446,4bb5d8,"Wong Gan Bantheon at Kloem Pub Hua Hin","Every Tuesday come to Kloem Pub and enjoy the amazing rock music of Wong Gan Bantheon from 9p until Midnight Kloem Pub is open 7 days a week 7p until Midnight","11/14/2023","09:00:PM","11/14/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"4558","Kloem Pub Hua Hin",,"Kloem Pub Hua Hin",,,"https://maps.app.goo.gl/1tsySGGYQFj8wdg37","20448","4559","Kloem Pub Hua Hin","Kloem Pub Hua Hin",,,,"20448","Wong Gan Bantheon @ Kloem Pub Hua Hin - Thai Rock &amp; Pop",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Wong-Gan-Bantheon-4@.jpg,yes,"weekly","21",,"1827,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
publish,20427,4bb5d8,"Live Music at Cicada Night Market","You can relax and enjoy traditional jazz\, soul\, funk and pop music performed on two stages by the finest musicians on the Central Coast of Thailand every Friday\, Saturday and Sunday evening beginning at 6:30p to 10:30p Cicada Night Market is located in Khao Takiab\, Hua Hin District and features a vast variety of food\, art\, crafts and entertainment.","04/19/2024","06:30:PM","04/19/2024","10:30:PM","Asia/Bangkok","n",no,yes,"no",no,"4556","Cicada Night Market",,"Cicada Night Market",,,"https://maps.app.goo.gl/T8QPapWzNNKx73nR7","20431","4557","Cicada Night Market","Cicada Night Market",,,,"20431","Live Music @ Cicada Night Market - Jazz - Traditional Pop - R&amp;B - Soul",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Cicada-Jazz-Performers.jpg,yes,"weekly","220",,"4555,2157,1827,3764,4252,","Soul Music","4267,","Music/Gigs Calendar",
publish,20420,4bb5d8,"Wong Gan Bantheon (Entertainment Band) at E-San Baan Suan Restaurant","Come and dine on authentic E-Saan Cuisine\, have a cold beverage and listen to the amazing music of Wong Gan Bantheon every Friday and Sunday at 9p. E-San Baan Suan is open 7 days a week from 10a until midnight and features many different environments to dine in. The music stage is at the rear of the restaurant and parking is located on the east side entrance off of Pala-U Rd.","02/11/2024","09:00:PM","02/11/2024","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"4553","E-San Baan Suan Restaurant",,"E-San Baan Suan Restaurant ",,,"https://maps.app.goo.gl/6tJv6BfcJg4rihnF8","20424","4554","E-San Baan Suan Restaurant","E-San Baan Suan Restaurant",,,,"20424","Wong Gan Bantheon @ E-San Baan Suan Restaurant - Modern Thai Rock - Thai Pop - Contemporary Rock",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Wong-Gan-Bantheon-4@.jpg,yes,"weekly","21",,"1827,3986,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
publish,20389,4bb5d8,"Let's Dance Together at Oasis Zone 94","Friday 10 November - 7p to Midnight FREE Friday Dance Party at Oasis Zone 94 (Soi Mae Kep 2) MADEE Space Permsup Market Dress up for a special party and win a prize! 1st\, 2nd\, and 3rd prize 2000 BahtWith Music Provided By:THAIRISH BANDHUA HIN PERCUSSION MANDJ FUNKY MAMADJ META VAND A HAWAIIAN FIRE DANCE PERFORMANCE","11/10/2023","07:00:PM","11/10/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"4551","Madee Space",,"Madee Space",,,"https://maps.app.goo.gl/bQMaabkZD9QoTYzY6","20391","4552","M&amp;amp;G Meaw &amp;amp; the Gang Unique Events","M&amp;amp;G Meaw &amp;amp; the Gang Unique Events",,,,"20397","Dance Party @ Oasis 94/ Madee Space - Rock - Pop - Dance Music",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Lets-Dance-Final-Poster.png,no,,"1",,"3985,2686,1827,3988,3986,","Thai Dance &amp; Pop","4267,","Music/Gigs Calendar",
publish,20342,4bb5d8,"Thairish Band at S Bar and Cafe","High Energy Pop and Rock from Thairish Band. Guaranteed to Entertain Every Wednesday Night 9p to Midnight!!! S Bar and Cafe located in the Bintabaht Entertainment Area. Corner of Poonsuk Rd and Soi Bintabaht. Enjoy a cold beverage and listen to great rock music in S Bar's casual\, comfortable and relaxed setting. Entrance is on Poonsuk Road Open Noon to Midnight every Day","01/17/2024","09:00:PM","01/17/2024","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"4549","S Bar and Cafe",,"S Bar and Cafe",,,"https://maps.app.goo.gl/cDHS5AgspE1K5qRP9","20338","4550","S Bar and Cafe","S Bar and Cafe",,,,"20338","Thairish Band @ S Bar &amp; Cafe - Rock - Blues Rock - Pop - Contemporary Pop",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Thairish-Band-Green.png,yes,"weekly","21",,"3990,3985,3991,1827,3988,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
publish,20332,4bb5d8,"Legender Band at S Bar and Cafe","Rock out with Legender Band every Sunday night from 9p to midnight at S Bar and Cafe located in the Bintabaht Entertainment Area. Corner of Poonsuk Rd and Soi Bintabaht. Enjoy a cold beverage and listen to great rock music in S Bar's casual\, comfortable and relaxed setting. Entrance is on Poonsuk Road Open Noon to Midnight every Day","01/21/2024","09:00:PM","01/21/2024","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"4549","S Bar and Cafe",,"S Bar and Cafe",,,"https://maps.app.goo.gl/cDHS5AgspE1K5qRP9","20338","4550","S Bar and Cafe","S Bar and Cafe",,,,"20338","Legender Band @ S Bar and Cafe - Rock - Pop - Contemporary Pop",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Legender-Band-S-Bar-2.jpg,yes,"weekly","21",,"3990,3985,3991,1827,3988,","Party Rock","4267,","Music/Gigs Calendar",
